sentence	target
Mam prawie 18 lat , lubię R.E.M. , Pidżamę Porno i kilka innych rzeczy , mam dziwne pomysły ( nie szalone , tylko dziwne ) , lubię roztrząsać w sposób dziwny często proste sprawy .	orgName
– Słaba armia wymusza obecność sił okupacyjnych , bez których żaden iracki rząd się nie utrzyma .	placeName
Przyłącza się Dorota : - Poczuła ś coś , Donata ?	persName
- Podsumowując to , co powiedział em , Ministerstwo Gospodarki intensyfikuje prace , podejmuje działania , pełnimy , można powiedzieć , rolę koordynatora działań w stosunku do przemysłu lekkiego , po to aby nie doprowadzić do tego czarnego scenariusza - jeśli chodzi o tę skalę zwolnień , jaka była tutaj podawana .	orgName
Po poprzednim wrzasku wydawało się , że torturowany głośniej i przeraźliwiej wrzasnąć już nie zdoła .	noEntity
Bo nie budzi zaufania .	noEntity
– w Gołdapi chyba . .	placeName
Projekcje wszystkich będą połączone z dyskusją na tematy warsztatowe , a także nad sytuacją ukraińskiego kina .	placeName
– ale na narty pojedziemy w tym roku Ala ?	persName
Karolina wysunęła z piekarnika blachę z pizzą i dotknęła jej czubkiem palca .	persName
Australijczyk , który niemal do perfekcji opanował grę przy własnym podaniu , tym razem agresywnie odpowiadał także przy serwisie rywala .	placeName
Z zagranicy największe grupy fanów speedwaya przyjechały z Polski i Szwecji .	placeName
Ja staram się kierować sercem tak jak Azjaci " - mówił .	geogName
W piętrze kosodrzewiny z pośród wielu interesujących gatunków wymienię tylko dwa rosnące wyłącznie Tatrach Zachodnich .	geogName
macstar : Najgorsze jest to , że pojeby mogą mieć rację .	persName
dlatego pytanie jak szybko minister Czuma się spali	persName
Z jednym z nich , Witkiem , rozmawiali śmy przez CB-radio .	persName
Mój przyjazd tutaj to gorzka pigułka .	noEntity
Organizowanie zbiorowej pracy w niedziele może nastąpić w wyjątkowych , nadzwyczajnych okolicznościach , których konieczność każdorazowo winna być uzasadniona przez Dyrekcję FAP i wymaga uzyskania zgody większości zakładowych organizacji związkowych .	orgName
Zawsze jednak brakowało czasu na skonstruowanie czegoś obszerniejszego i trzeba było ograniczyć się do zwięzłego eseju .	noEntity
MKS w końcówce przegrał kilka meczów i zanotował bolesny upadek .	orgName
czyli to jest to jest z punktu widzenia Platformy Obywatelskiej rozwiązanie które proponuje znaczniej korzystniejsze dla emerytów i z tym się nie zgadza . Prawo i Sprawiedliwość	orgName
Dokumentacja " RUCH przeciw stabilizacji " to fascynujący zapis prób dania świadectwa niezgody na komunistyczną rzeczywistość końca lat 60 .	orgName
PYRZYCE ( 30 m , 13200 mk . ) , m .	placeName
Kiedy zacznie mi pan mówić " panie hrabio " , dojdziemy do porozumienia .	noEntity
- Dlaczego więc , pana zdaniem , SLD poparł pańską kandydaturę na stanowisko marszałka Sejmu ?	orgName
To kilkuosobowe Prezydium z Konopnicką na czele wstało zza stołu i kroczyło , zgorszone , na znak protestu , w stronę drzwi .	persName
Neapolitańska policja zatrzymała czterech młodych Polaków pod zarzutem wymuszania pieniędzy i rabunku .	placeName
Dla zachęty wspomniała by m , że dostanie czekoladę .	noEntity
A przy okazji pooglądać japońskie Zera lecące na wysokości kilku metrów i broniące własnych bombowców , które lecą kilka kilometrów wyżej :-)	placeName
– Polak – bez zdziwienia powiedziała młoda kobieta .	placeName
Trzy kwartały temu kijowscy parlamentarzyści zastanawiali się , co zrobić z niespokojnym lobby kołchozowym , które groziło , że jesienią państwo zostanie bez ziarna i chleba .	placeName
Od niedawna zwyczaj jest celebrowany także w Polsce .	placeName
– no zobacz jak mi witamin się chce cały czas na tych	noEntity
W Polsce minister edukacji chciał by zwiększyć 18-godzinne pensum , nauczyciele zaś - zarabiać tyle , ile wynosi średnia krajowa , a nie 60 proc . tej kwoty .	placeName
Sprawa fałszowania dokumentów jest w sądzie .	noEntity
- Do Hiacynty .	persName
Z poprawką , gdyż należy też uwzględnić ZSRR .	placeName
– o Jezus . .	persName
O ludziach , choć nazywa się ich Hobbitami .	persName
– dżi pi es – dżi pi es coś takiego i po prostu jedzie się	noEntity
Nie zapomnę was nigdy pieczone na rozpalonych kamieniach ryby , biwaku na rybackim molo , zachodzie słońca na Kona .	geogName
- Na płycie gra wielu znakomitych muzyków . . .	noEntity
Widzowie zapewne zaakceptują powrót warstwy dźwiękowej do " Prząśniczki " , której melodia tradycyjnie kojarzy się z Łodzią i tutejszą telewizją .	placeName
" Bednar " narzekał jednak na drobny uraz i oglądał mecz z trybun .	persName
Według prognoz , Wisła będzie jeszcze przybierać .	geogName
W Jaworzu odgałęzienie drogi do Strumienia przez Jasienicę , Chybie ( 21 km ) .	placeName
Czy nowe procesory AMD przyniosą tej firmie należny jej sukces rynkowy ?	orgName
Cd . ze str . 1 .	noEntity
Natomiast o urządzenie wspólnych części mieszkania postarał się OPS .	orgName
Podczas Pucharu Polski w kolarstwie przełajowym warunki atmosferyczne nie były najgorsze : temperatura trochę poniżej zera i prawie bezwietrznie .	placeName
Warszawiacy mogli obejrzeć różne modele Syrenek : limuzyny kombi , pick-upy i kabriolety .	placeName
CKM : Czy prawo precedensowe jest gorsze ?	orgName
Komornik nie mógł jednak zrealizować sądowego wyroku , bo konto SdRP było puste .	orgName
Komisja przetargowa miasta i Zarządu Dróg Miejskich wybrała najtańszą ofertę .	orgName
– ale po prostu nie da się porównać naszego bogactwa z bogactwem . wie wie wie Wiedeńczyków jako takich .	placeName
Pamiętam , że stawali śmy o 3 . 15 nad ranem , udając się do zakładu samochodów małolitrażowych .	time
Trzymający ją mężczyzna roześmiał się .	noEntity
Najście UOP na hotelowy pokój , opowiadanie , że chciał uciec za granicę - wszystko to jest niepoważne i kompromitujące .	orgName
Spadek cen żywności dotyczył przede wszystkim mięsa , zaś podwyżki cen warzyw i owoców były mniejsze niż się spodziewano .	noEntity
Zdaniem ratowników praktycznie nie ma już szans , aby żołnierz mógł przeżyć .	noEntity
Dla większej jasności tego , co pragnę powiedzieć , przywołam na pamięć parę tekstów Miłosza , pochodzących z różnych lat .	persName
Proszę o zabranie głosu pana posła Piotra Krutula .	persName
Tak np . finansami Państwa Kościelnego zawiadują w znacznym zakresie ludzie świeccy , choć niekiedy przysparza to Watykanowi poważnych kłopotów , a nawet strat .	orgName
które ja obstawiał em było oświecenie . .	noEntity
albo dwunastką i się przesiadamy w piętnastkę czy w jaki sposób się dojeżdża stąd do manufaktury najprościej	geogName
Z synem Cezarym przychodzę zasięgnąć wiadomości o mężu , który przepadł gdzieś na wojnie .	persName
Gdy nie przyszedł , gliwiczanka postanowiła zatelefonować do syna .	placeName
Środowisko sędziowskie po 1989 r . nie przeszło żadnej weryfikacji .	time
– bo oni na wieś dzwonią . .	noEntity
1 . Ograniczenie praktyki transferu poza Polskę dochodów przez firmy z kapitałem zagranicznym - 6 mld zł .	placeName
50,7 procent Duńczyków we wczorajszym referendum powiedziało " nie " dla porozumień z Maastricht .	placeName
– taki chłopoczyna z Zagórza .	placeName
- Pani jest bratanicą zmarłego ? - Usłyszała nagle Alicja .	persName
W sobotę 30 sierpnia odbędzie się Piknik Rodzin Zastępczych .	time
W trakcie przeszczepu kolejnego serca Tomek umarł .	persName
- Rozumiem , pani poseł , ale ja na przykład , jeżeli starał by m się o wpis na listę doradców podatkowych , to na podstawie tego przepisu - oświadczam to przed Wysoką Izbą - na pewno nie był by m wpisany , bo naprawdę nie jestem osobą nieskazitelnego charakteru .	orgName
Jego zdaniem sama tematyka filmu , a także wątki polityczne ( bohaterowie filmu komentują poczynania władz Polski ) mogły sprawić , że obraz został ocenzurowany .	placeName
– dwa lata temu .	noEntity
Dla opozycji w Kijowie Polska jest wzorem , wsparciem i opoką , co w stosunkach międzynarodowych nie zdarza się Polsce zbyt często .	placeName
15-letnia panda wielka z zoo w prowincji Syczuan na południowym - zachodzie Chin urodziła trojaczki .	placeName
Milion konsumentów nieprzestrzegających zasad koszerności dokonało przełomu na rynku spożywczym .	noEntity
Czy jednak emeryci dostaną jakieś pieniądze - to zależy od rządu i Sejmu .	orgName
- Mimo Pana sceptycyzmu , to właśnie w Justynie kibice upatrują kandydatkę do medalu .	persName
Pałac z końca XIX w . , park 6,1 ha , zespół interesujących zabudowań folwarcznych z XIX w .	time
Bono śpiewa stary przebój " In the Name of Love " .	persName
- Ja nie dam rady pieszo do Brańska chodzić - popłakuje .	placeName
Nie było powrotu do Świata , nie było nawet możliwości rzucenia okiem na morze , za którym znajdują się dalekie kraje Świata .	noEntity
Na ulotce dołączonej do opakowania zapewnienie , że „ listki tej szlachetnej herbaty zbierane są ręcznie u stóp Himalajów o ściśle określonej porze po to , by dać Ci wykwintny smak naszej herbaty ” .	geogName
W niedzielę kursowym boeingiem 737 przyleciało do Jasionki 165 osób .	placeName
Nie dopuścił do wojny domowej , która Algierii groziła i która mogła by doprowadzić ten kraj do długotrwałego upadku .	placeName
Przypomniało mu się : " Z ciebie pociechy Akademia mieć nie będzie . . . "	orgName
Kolejnych 9 osób dopisali stalowowolscy radni miejscy do listy „ Zasłużonych dla Miasta Stalowa Wola ” .	placeName
Natomiast wyrok niekorzystny oznaczać będzie - oprócz konieczności dotrzymania umów - zapłacenie Holendrom odszkodowania .	placeName
Lou się trochę chyba pospieszyła o jeden dzień :)	persName
W scientologicznych publikacjach psychiatria nazywana jest faszystowską nauką .	noEntity
Funkcjonariusze CBA będą mogli kontrolować firmy , gromadzić dane osobiste , w tym tzw . wrażliwe - dotyczące np . preferencji seksualnych .	orgName
– albo Monako .	placeName
– o Rybak to jest niezły agent . .	persName
Jednak nie planowali śmy niczego " zdrożnego " .	noEntity
Nie nalegał .	noEntity
Zakładają też nowe organizacje - ostatnio powstało w Kolonii stowarzyszenie dziennikarzy i pisarzy , w Osnabruck stowarzyszenie prawników .	placeName
Jerozolima : wojna w Gazie ?	placeName
Kot wyjeżdżający do Finlandii musi być dodatkowo odrobaczony na 30 dni przed wyjazdem .	placeName
Był jak zwierzątko - opowiada Cavour .	persName
Należy pamiętać , że jednogrupowa , 18-drużynowa IV liga staje się bardzo elitarna i zdecydowanie więcej będzie spotkań ( 17 meczów w rundzie ) oraz dalszych wyjazdów ( po całym Dolnym Śląsku ) .	geogName
– a poza tym Agatko weź pod uwagę nawet tego Brunona co miała ś nie .	persName
Na więcej nie mogą liczyć mieszkańcy wieżowców oddalonych od Cmentarza centralnego o blisko 50 m , którym nie podoba się to , że z okien widzą pochówki .	geogName
Jest to może jedyna okoliczność , w której Francuza opuszcza na chwilę materializm .	placeName
– Ach – straciła zainteresowanie pani domu , rodowita Angielka .	placeName
A wojsko , Czesi , granica ?	placeName
Worek Judaszów jest swoistą encyklopedią zła - zbrodni , występku , nieprawości .	noEntity
Jak można pomóc dzieciom ulegającym masturbacji ?	noEntity
Dorota zrozumiała , że jest brzydka , i postanowiła zostać świętą .	persName
Blisko trzydziestoletnia statystyka wypadków drogowych , notowanych przez MZK , pozwala na wiarygodne prognozowanie ryzyka wypadków w zależności od wystąpień niekorzystnej biotropii i trudnych warunków jazdy .	orgName
Prowadzi teraz inną , w Wesołej , i jest w jej zarządzie .	placeName
( PAP )	orgName
dzisiaj trzeba się przygotować na dłuższą batalię w tej sprawie dlatego że . te propozycje które są w tej chwili dofinansowania one wynikają z tego że inwestorzy prywatni po prostu nie chcą wyłożyć większych pieniędzy . i oczekują tego od skarbu państwa od budżetu ale przecież komisja europejska nie zgadza się na większe dofinansowanie .	orgName
Bo , jak przekonywał Cejrowski , porcje koszerne są w porównaniu z chrześcijańskimi większe i smaczniejsze .	persName
– no jednak decyzja krajowej rady radiofonii i telewizji w sprawie rady nadzorczej telewizji dowodzi czego innego	orgName
W Czechowicach - Dziedzicach zamaskowani przestępcy zastrzelili dwóch policjantów na służbie , którzy usiłowali przeszkodzić im w napadzie rabunkowym na kawiarenkę internetową .	placeName
Wyborca , który nie będzie głosował na AWS , w zamian będzie na nią płacił .	orgName
Donata : Zastanawiam się . . .	persName
W sobotę , 13 grudnia o godzinie 8 . 45 nastąpi uroczyste otwarcie sesji , a potem przedstawione zostaną referaty .	time
Cieszę się bardzo , że KOT rośnie w siłę nie tylko w Europie , ale także za oceanami .	geogName
Może chciano odwrócić jego uwagę od śledztwa , które miało wyjaśnić okoliczności śmierci Elizabeth .	persName
Nie ma sensu , żeby śmy wszyscy się pchali , skoro nie możemy wyjść .	noEntity
Izaura przepuściła Lewickiego w drzwiach i złapała się na tym , że ocenia jego odciskający się pod szlafrokiem tyłek : był proporcjonalny , jak u nastolatka , i wyglądał na jędrny .	persName
W związku z tym , na podstawie art . 56e regulaminu Sejmu , podjął em decyzję o uzupełnieniu porządku dziennego o punkt obejmujący rozpatrzenie tego sprawozdania .	orgName
Za taką komercjalizacją - w myśl tezy , że ważna jest nie forma własności , lecz forma zarządzania - opowiadał się SLD w programie wyborczym .	orgName
W ofercie zajęcia plastyczne , zajęcia taneczne , karaoke , występ „ Zaczarowanego Teatru Lalek ” , bal przebierańców , zabawy sportowe i wiele innych atrakcji .	orgName
- Tak - odparła .	noEntity
– też nie jesz mięsa ?	noEntity
Giedroyć : Myślę , że tak .	persName
Przyjedzie on saniami w otoczeniu świty i Śnieżki , która pomoże mu rozdawać słodycze .	persName
Naczelny - Dlaczego zdecydował się Pan stanąć w obronie integralności Ochli ?	placeName
Tylko w czterech państwach w Europie pojawiły się sieci DCS .	geogName
To dla mnie za dużo .	noEntity
Mąż okradzionej właścicielki sklepu ruszył innym autem w pościg za złodziejem , który jechał w kierunku Dziwnowa , po czym powiadomił o zajściu policję .	placeName
- Wasza gazeta od dawna robi świetne przewodniki dla poszukujących pracy w Irlandii .	placeName
Większość pampersów nie przepracowała w telewizorni nawet 12 miesięcy , więc zgodnie z obowiązującym regulaminem nie mogła uczestniczyć w nagrodach z zysku za 1994 rok .	time
- W budowaniu ekonomicznej świadomości Polaków na pewno .	placeName
WESOŁA .	placeName
był eś w Meksyku ?	placeName
KOCIEWIE .	placeName
W 8 . min spotkania indywidualną akcję przeprowadził Janiak .	persName
Wyłonią one dwie rodziny , które staną do ostatecznej próby w maju 1958 roku .	time
22 . 00 Jadła m kolację ?	time
